id_student,average_score,completed_assessments,late_submission_count
428653,84.1,10,0
428769,74.5,2,0
428787,86.66666666666667,3,0
428932,85.75,12,0
428979,73.33333333333333,12,0
429004,79.66666666666667,9,0
429015,69.57142857142857,21,0
429038,68.42857142857143,7,0
429065,61.666666666666664,3,0
429099,89.72727272727273,11,0
429162,96.0,1,0
429185,96.55555555555556,9,0
429212,58.0,6,0
429417,85.27272727272727,11,0
429494,93.33333333333333,3,3
429610,93.0,11,0
429777,69.0,2,0
429832,56.266666666666666,15,0
429833,46.857142857142854,14,0
429854,59.57142857142857,7,0
429858,83.0,5,0
429958,58.4,5,0
430020,66.0,2,0
430279,54.5,2,0
430356,64.85714285714286,7,0
430357,41.81818181818182,11,0
430392,68.45454545454545,11,0
430487,91.22222222222223,9,0
430516,74.66666666666667,3,0
430530,85.0,2,0
430554,56.75,4,0
430625,60.333333333333336,3,0
430678,46.42857142857143,7,0
430686,53.666666666666664,9,0
430708,76.18181818181819,11,0
430806,77.33333333333333,9,0
430870,73.0,3,0
431005,52.6,15,0
431014,56.0,7,0
431025,55.2,5,0
431071,76.33333333333333,12,6
431136,34.44444444444444,10,0
431139,84.25,12,0
431251,84.83333333333333,12,0
431268,85.5,2,0
431386,74.125,8,0
431406,92.57142857142857,7,0
431987,91.75,12,0
432004,26.5,2,0
432144,88.45454545454545,11,0
432222,70.5,12,0
432232,58.54545454545455,11,0
432237,71.2,10,0
432278,64.5,2,0
432319,79.33333333333333,3,0
432336,64.36363636363636,11,0
432478,56.0,1,0
432480,57.81818181818182,11,0
432532,86.58333333333333,12,0
432592,91.58333333333333,12,0
432624,67.0,4,0
432642,69.0,7,0
432703,66.25,12,0
432718,10.0,1,0
432724,98.33333333333333,6,0
432862,62.833333333333336,6,0
432870,78.5,8,0
432968,42.2,5,0
433064,61.0,2,0
433151,72.84615384615384,13,0
433165,79.0,8,0
433280,83.0,11,0
433386,69.35714285714286,14,0
433508,54.0,6,0
433531,84.36363636363636,11,0
433748,75.71428571428571,7,0
433755,85.5,10,0
433794,83.57142857142857,7,0
433864,74.8,10,0
433939,55.0,9,0
434002,94.5,10,5
434159,83.33333333333333,3,0
434192,76.72727272727273,11,0
434298,63.0,4,0
434347,85.0,4,0
434353,82.8,10,0
434397,88.6,10,0
434476,77.86666666666666,15,0
434478,60.0,1,0
434503,90.0,1,0
434562,82.53846153846153,13,0
434585,84.36363636363636,11,0
434617,66.25,4,0
434646,73.54545454545455,11,0
434759,87.0,4,0
434767,68.33333333333333,3,0
434841,65.5,2,0
434977,66.64285714285714,14,0
435043,78.58333333333333,12,0
435101,57.0,1,0
435245,87.7,10,0
435271,50.0,1,0
435277,87.0,4,0
435282,65.4,5,0
435287,67.6,5,0
435423,87.21428571428571,14,0
435446,82.91666666666667,12,0
435572,52.0,7,0
435587,91.14285714285714,7,0
435780,70.16666666666667,6,0
436044,67.33333333333333,3,0
436058,60.857142857142854,7,0
436213,82.0,2,0
436481,60.416666666666664,12,0
436590,88.16666666666667,12,0
436898,86.57142857142857,7,0
437171,82.54545454545455,11,0
437281,88.85714285714286,14,0
437482,84.66666666666667,9,0
437550,58.6,5,0
437562,78.3,10,0
437565,85.0909090909091,11,0
437752,78.33333333333333,3,0
437872,66.75,12,0
437923,46.0,7,0
437967,72.81818181818181,11,0
437968,97.0,2,0
437971,96.0,1,0
438063,68.66666666666667,6,3
438068,86.81818181818181,11,0
438244,73.0,9,0
438283,71.0,2,0
438290,76.33333333333333,3,0
438313,63.75,8,0
438323,80.41666666666667,12,0
438452,92.58333333333333,12,0
438551,78.9090909090909,11,0
438644,64.0,4,2
438662,67.75,12,0
438703,78.36363636363636,11,0
438751,89.85714285714286,7,0
438775,57.0,1,0
438796,77.1875,16,0
439002,86.33333333333333,3,0
439109,63.5,8,0
439170,84.88888888888889,9,0
439182,77.27272727272727,11,0
439203,86.0,1,0
439294,70.0,1,0
439305,73.0,5,0
439433,73.75,12,0
439542,65.66666666666667,9,0
439568,89.0,7,0
439633,69.25,12,0
439677,79.92307692307692,13,0
439710,90.36363636363636,11,0
439713,57.0,6,0
439806,92.6,5,0
439855,87.8,10,0
439857,79.55555555555556,9,0
439896,74.66666666666667,7,0
439950,73.22222222222223,9,0
439995,66.41666666666667,12,0
440003,45.57142857142857,7,0
440057,80.0,11,0
440103,59.0,12,0
440171,65.11111111111111,9,0
440225,69.9,10,0
440319,69.33333333333333,3,0
440323,48.833333333333336,6,0
440331,77.14285714285714,7,0
440375,72.54545454545455,11,0
440499,77.83333333333333,12,0
440509,86.36363636363636,11,0
440559,65.75,12,0
440563,92.18181818181819,11,0
440593,91.5,8,5
440610,88.25,4,0
440632,82.25,8,0
440751,67.0,1,1
440765,92.0,3,0
440798,45.5,4,0
440818,72.66666666666667,12,0
440825,63.25,4,0
440851,66.25,8,4
440857,42.666666666666664,3,0
440905,47.166666666666664,6,0
441000,84.0,3,0
441018,59.8,5,0
441073,47.0,2,0
441087,77.28571428571429,7,0
441113,81.5,10,0
441132,70.0909090909091,11,0
441165,63.36363636363637,11,0
441181,56.63636363636363,11,0
441201,80.78571428571429,14,0
441213,66.71428571428571,7,0
441255,94.72727272727273,11,0
441302,84.71428571428571,14,0
441342,63.142857142857146,7,0
441385,83.33333333333333,3,0
441389,82.42857142857143,14,0
441393,51.0,1,0
441421,67.66666666666667,3,0
441444,47.42857142857143,7,0
441540,77.71428571428571,7,0
441606,61.38461538461539,13,0
441791,88.33333333333333,9,0
441852,87.75,4,0
441858,92.33333333333333,3,0
441885,70.33333333333333,6,3
441888,70.6,5,0
441892,60.333333333333336,6,0
441895,80.75,4,0
441897,62.42857142857143,7,0
441954,66.16666666666667,12,0
442012,86.18181818181819,11,0
442017,68.8,5,0
442064,53.0,5,0
442131,59.0,2,0
442132,65.8,5,0
442143,87.0,1,0
442183,85.81818181818181,11,0
442199,72.18181818181819,11,0
442347,85.33333333333333,3,0
442359,88.5,4,0
442393,20.5,2,0
442436,81.75,4,0
442442,40.5,2,0
442456,34.55555555555556,9,0
442466,81.0,9,7
442497,72.66666666666667,3,0
442545,80.23076923076923,13,0
442547,53.857142857142854,7,0
442549,74.0,5,0
442561,76.0,9,0
442563,88.25,12,0
442589,73.28571428571429,7,0
442590,65.85714285714286,7,0
442669,89.44444444444444,9,0
442670,64.36363636363636,11,11
442745,71.5,2,0
442753,69.4,5,0
442802,89.91666666666667,12,0
442807,83.25,4,0
442865,75.61538461538461,13,0
442873,47.142857142857146,7,0
442877,82.33333333333333,9,0
442878,66.66666666666667,6,0
442886,64.21428571428571,14,0
442910,77.0,11,0
442924,89.66666666666667,12,0
442937,89.0,1,0
442949,76.0,6,0
442987,91.25,8,0
443007,85.08333333333333,12,0
443108,78.0,12,6
443151,86.58333333333333,12,0
443181,80.25,4,0
443200,92.25,4,0
443215,70.71428571428571,14,0
443275,80.57142857142857,7,0
443288,88.18181818181819,11,0
443297,73.71428571428571,14,0
443387,71.22222222222223,9,0
443400,63.0,4,0
443438,55.5,6,0
443498,93.0,4,0
443514,76.0,12,0
443539,71.0,7,0
443540,41.5,4,0
443563,81.33333333333333,12,0
443696,63.75,24,0
443731,70.66666666666667,6,0
443753,10.0,1,0
443765,73.0,9,0
443842,51.25,4,0
443861,85.14285714285714,7,0
443923,56.0,1,0
443948,86.75,4,0
443950,78.25,12,0
443954,87.5,2,0
443964,87.4,5,0
443989,92.83333333333333,12,0
444011,80.41666666666667,12,0
444117,92.9090909090909,11,0
444180,81.0,7,0
444197,87.25,4,0
444221,82.75,4,0
444266,70.0,12,0
444317,60.857142857142854,7,0
444349,75.5,2,0
444361,86.6,5,0
444375,84.14285714285714,7,0
444403,77.5,4,0
444408,88.6,5,0
444474,42.0,2,0
444541,33.0,1,0
444545,72.2,5,0
444561,88.5,8,0
444574,55.5,12,0
444576,54.111111111111114,9,0
444619,92.35714285714286,14,2
444677,87.6,5,0
444697,79.16666666666667,12,0
444713,86.0,2,0
444718,64.0,1,0
444766,77.28571428571429,7,0
444768,73.8,5,0
444783,75.25,4,0
444784,70.0,1,0
444821,74.45454545454545,11,0
444847,38.0,1,0
444856,50.083333333333336,12,0
444858,69.55555555555556,9,0
444872,86.1,10,0
444907,84.5,12,0
444926,68.8,10,0
444943,94.44444444444444,9,0
445049,37.0,4,0
445065,88.0,11,0
445086,92.77777777777777,9,0
445109,76.42857142857143,7,0
445114,61.2,5,0
445125,66.54545454545455,11,0
445136,76.0,7,0
445145,83.8,5,0
445239,87.85714285714286,7,0
445351,65.75,4,0
445386,72.85714285714286,7,0
445410,74.16666666666667,12,0
445415,80.81818181818181,11,0
445429,64.42857142857143,7,0
445451,67.14285714285714,7,0
445494,84.9090909090909,11,0
445573,53.5,4,0
445647,100.0,1,0
445686,75.91666666666667,12,0
445749,66.0,1,0
445760,83.27272727272727,11,0
445774,82.6,5,0
445776,72.18181818181819,11,0
445777,92.85714285714286,7,0
445782,84.33333333333333,3,0
445785,41.0,2,0
445818,90.0,1,0
445857,87.0,7,0
445889,72.54545454545455,11,0
445917,93.4375,16,0
445921,22.0,1,0
445930,80.57142857142857,7,0
445947,76.0,12,0
445972,96.76923076923077,13,0
446045,72.36363636363636,11,0
446077,60.5,2,0
446097,61.0,7,0
446108,57.6,5,0
446246,92.85714285714286,7,0
446247,83.0,1,0
446279,81.57142857142857,7,0
446296,81.4,5,0
446324,92.75,4,0
446345,73.7,10,0
446357,53.0,1,0
446397,87.0,4,0
446439,64.83333333333333,6,0
446440,79.91666666666667,12,0
446448,78.5,2,0
446479,67.5,2,0
446619,100.0,1,0
446628,76.76923076923077,13,0
446650,71.72727272727273,11,0
446730,92.42857142857143,7,0
446755,92.9090909090909,11,0
446761,76.14285714285714,7,0
446778,86.0,8,0
446814,50.76923076923077,13,0
446856,77.2,10,0
446873,72.0,1,0
447036,87.0,2,0
447059,70.57142857142857,7,0
447086,74.45454545454545,11,0
447124,59.2,5,0
447127,80.0,1,0
447162,70.85714285714286,7,0
447184,87.8,10,0
447235,87.25,4,0
447242,80.42857142857143,14,0
447265,76.25,8,0
447292,78.33333333333333,3,0
447306,20.0,1,0
447324,33.0,3,0
447459,69.0,2,0
447475,80.77777777777777,9,0
447481,52.4,5,0
447510,59.857142857142854,7,0
447516,75.81818181818181,11,0
447644,85.375,16,0
447659,63.0,1,0
447695,81.0,2,0
447759,92.27272727272727,11,0
447782,83.9090909090909,11,0
447790,100.0,1,0
448370,11.0,1,0
464236,66.26666666666667,15,0
464522,78.0,1,0
464525,79.54545454545455,11,0
464616,53.583333333333336,12,0
464685,68.85714285714286,7,0
464724,66.8,5,0
464732,38.5,8,0
464748,66.77777777777777,9,0
464780,49.6,5,0
464785,82.5,12,0
464887,68.0,1,0
464924,83.14285714285714,7,0
464957,58.5,2,0
464968,80.0,7,0
464981,95.19047619047619,21,0
465009,83.0,2,0
465068,75.33333333333333,3,0
465078,74.66666666666667,3,0
465121,72.9090909090909,11,0
465175,65.125,16,0
465260,67.0,13,0
465294,79.75,12,0
465312,76.5,12,0
465331,69.5,4,0
465369,75.27272727272727,11,0
465392,88.75,4,0
465399,37.0,1,0
465406,77.0,13,0
465413,56.666666666666664,6,0
465421,70.25,12,0
465430,77.75,12,0
465441,80.5,6,0
465564,81.54545454545455,11,0
465567,69.6,5,0
465577,37.5,2,0
465599,83.66666666666667,9,0
465619,63.714285714285715,7,0
465629,65.9,10,0
465719,11.0,1,0
465727,54.57142857142857,14,0
465730,86.8,10,4
465732,45.25,4,0
465764,63.42857142857143,14,0
465777,65.25,4,0
465789,69.8,5,0
465843,76.6086956521739,23,0
465845,92.0,1,0
465893,90.75,12,0
465900,80.23809523809524,21,0
465952,67.11111111111111,9,0
466037,88.6,5,0
466120,76.25,4,0
466158,25.666666666666668,6,0
466202,77.63636363636364,11,0
466203,61.25,12,0
466216,84.78571428571429,14,0
466230,80.0,7,0
466289,77.625,16,0
466329,85.6,5,0
466347,72.0,9,0
466360,94.77777777777777,9,0
466372,78.5,6,0
466377,88.33333333333333,3,0
466425,71.25,12,0
466477,79.66666666666667,9,0
466508,63.75,4,0
466539,82.85714285714286,7,0
466576,69.44444444444444,9,0
466714,34.5,6,0
466800,67.33333333333333,15,5
466807,73.6,5,2
466810,85.36363636363636,11,0
466828,89.36363636363636,11,0
466854,84.5,4,0
466856,81.4,10,0
466880,70.0,7,0
466892,94.25,4,0
466900,83.57142857142857,7,0
466959,64.33333333333333,6,0
466961,91.25,4,0
466973,91.66666666666667,3,0
466987,78.0,12,0
466990,55.857142857142854,14,0
467035,88.5,10,0
467100,80.44444444444444,9,0
467144,83.66666666666667,3,0
467230,77.4375,16,0
467243,76.42857142857143,7,1
467292,86.7,10,0
467294,64.15384615384616,13,0
467302,89.25,4,0
467303,74.0909090909091,11,0
467363,64.0,11,0
467381,100.0,1,0
467396,66.2,5,0
467413,60.0,12,4
467416,84.5,12,0
467504,72.16666666666667,12,0
467506,86.16666666666667,12,0
467524,86.75,12,0
467580,78.27272727272727,11,0
467582,77.58333333333333,12,0
467606,95.0,2,0
467700,78.75,12,0
467725,73.91666666666667,12,0
467753,51.0,4,2
467756,73.5,2,0
467776,18.0,1,0
467822,87.92857142857143,14,0
467854,74.16666666666667,12,0
467893,75.71428571428571,7,0
467894,10.0,1,0
467901,72.0,2,0
468021,60.75,4,0
468120,40.0,2,0
468349,78.33333333333333,6,0
468386,69.5,5,1
468482,56.0,1,0
468497,82.66666666666667,3,0
468529,86.42857142857143,7,0
468623,56.0,1,0
468657,43.0,1,0
468672,46.5,4,0
468694,61.2,5,0
468720,81.14285714285714,7,0
468729,70.66666666666667,6,0
468730,86.0,1,0
468753,46.77777777777778,9,0
468792,85.33333333333333,3,0
468808,68.23076923076923,13,0
468845,86.71428571428571,7,0
468902,71.0,6,0
468908,49.0,2,0
468927,73.0,7,0
468947,76.0,2,0
468949,79.3,10,0
469016,62.142857142857146,14,0
469113,86.0,5,0
469154,80.8,10,0
469177,83.0909090909091,11,0
469281,81.5,4,0
469389,39.5,2,0
469424,91.75,4,0
469425,33.25,4,0
469465,55.333333333333336,6,0
469499,79.5,12,0
469553,78.28571428571429,7,0
469579,60.0,5,0
469614,58.333333333333336,6,0
469624,50.857142857142854,7,0
469633,83.0,7,0
469683,66.18181818181819,11,0
469743,89.25,12,0
469761,90.3076923076923,13,0
469861,95.0,4,0
469878,83.72727272727273,11,0
469887,56.0,1,0
469959,75.0,2,0
469977,75.16666666666667,12,0
470001,91.25,12,0
470002,52.0,3,0
470037,72.0,1,0
470113,75.9090909090909,11,0
470159,57.333333333333336,9,0
470187,89.44444444444444,9,0
470318,87.36363636363636,11,0
470331,83.1,10,0
470340,89.375,8,0
470385,87.44444444444444,9,0
470403,41.714285714285715,7,0
470461,67.33333333333333,12,0
470464,62.8,5,0
470534,82.5,2,0
470588,79.33333333333333,3,1
470617,65.5,2,0
470619,77.27272727272727,11,0
470637,27.125,8,0
470653,84.1,10,0
470693,92.18181818181819,11,0
470733,48.857142857142854,7,0
470786,69.66666666666667,12,0
470869,85.81818181818181,11,0
470870,68.5,4,0
470900,79.44444444444444,9,0
470914,44.7,10,0
470921,57.0,12,0
470982,61.6,5,0
471018,57.5,3,0
471027,98.8,5,0
471189,58.0,1,0
471196,78.0909090909091,11,0
471219,68.0,3,0
471284,64.5,12,0
471373,90.42857142857143,7,0
471434,78.75,4,0
471476,96.0,1,0
471525,81.36363636363636,11,0
471580,63.266666666666666,15,0
471654,88.28571428571429,14,0
471657,79.2,5,0
471669,49.5,2,0
471711,62.81818181818182,11,0
471781,73.5,2,0
471810,78.0,1,0
471925,79.72727272727273,11,0
471973,81.91666666666667,12,0
471976,45.0,1,0
471977,85.08333333333333,12,0
471979,73.44444444444444,9,0
472000,56.57142857142857,7,0
472049,69.5,2,0
472060,77.22222222222223,9,0
472073,75.83333333333333,6,0
472087,65.3076923076923,13,0
472120,59.25,12,0
472180,66.4,5,0
472182,74.0,3,0
472257,73.14285714285714,7,0
472262,68.18181818181819,11,0
472284,94.14285714285714,7,0
472290,86.16666666666667,6,0
472309,58.46153846153846,13,6
472327,66.54545454545455,11,0
472336,83.0,4,0
472341,87.25,4,0
472348,38.0,2,0
472511,86.66666666666667,9,0
472584,52.36363636363637,11,0
472586,73.77777777777777,9,0
472602,66.16666666666667,12,0
472616,74.85714285714286,7,0
472651,88.25,16,0
472736,93.55555555555556,9,0
472762,89.07692307692308,13,0
472810,70.0,2,0
472857,60.5,4,0
472911,67.85714285714286,7,0
472949,89.07692307692308,13,9
473008,72.5,14,0
473081,82.66666666666667,3,1
473082,56.333333333333336,6,0
473095,78.86666666666666,15,0
473102,44.2,10,0
473104,52.714285714285715,7,0
473129,77.71428571428571,7,0
473162,91.33333333333333,12,0
473265,51.0,1,0
473271,71.92857142857143,14,0
473328,85.33333333333333,9,0
473340,53.5,6,0
473378,86.0,4,0
473491,89.57142857142857,14,3
473509,77.0,1,0
473640,21.857142857142858,7,0
473706,91.0,1,0
473739,83.25,4,0
473789,78.91666666666667,12,0
473896,53.0,2,2
473924,92.77777777777777,9,0
473943,53.0,2,0
473965,75.0,13,0
474067,80.0,8,0
474071,76.2,10,0
474119,55.0,1,0
474126,79.16666666666667,12,0
474133,56.916666666666664,12,0
474153,45.285714285714285,7,0
474246,80.4,5,0
474283,34.666666666666664,3,0
474290,85.0,4,0
474385,70.5,2,2
474387,91.0,5,0
474408,79.0,5,0
474451,34.833333333333336,6,0
474464,69.07142857142857,14,0
474495,87.0625,16,0
474508,63.5,2,0
474607,31.285714285714285,7,0
474628,79.3076923076923,13,0
474633,76.78571428571429,14,0
474667,71.5,12,0
474674,78.0,1,0
474677,74.5,4,0
474740,57.54545454545455,11,0
474759,46.0,1,0
474902,56.142857142857146,7,0
474949,64.83333333333333,12,0
475015,72.16666666666667,12,0
475065,77.22222222222223,9,0
475095,77.375,8,0
475149,80.33333333333333,12,3
475163,75.0,4,0
475215,96.0,3,0
475241,70.0,2,0
475253,79.0,12,0
475363,49.2,5,0
475370,90.75,4,0
475443,37.0,2,0
475460,59.285714285714285,7,0
475480,60.0,1,0
475497,71.5,2,0
475556,50.0,1,0
475594,86.66666666666667,3,0
475619,79.22222222222223,9,0
475681,91.0,3,0
475688,71.0,11,0
475734,63.625,8,0
475811,70.33333333333333,12,0
475839,44.5,4,0
475863,85.85714285714286,7,0
475883,82.71428571428571,14,0
475893,63.75,4,0
475897,66.72727272727273,11,0
475908,59.57142857142857,7,0
475945,80.55555555555556,9,0
475981,78.875,8,0
476037,67.38461538461539,13,6
476041,62.642857142857146,14,0
476108,84.77777777777777,9,0
476144,49.42857142857143,7,0
476170,54.5,2,0
476194,79.33333333333333,12,0
476201,87.72727272727273,11,0
476278,81.2,11,0
476297,74.0909090909091,11,0
476355,47.0,2,0
476369,91.18181818181819,11,0
476401,59.166666666666664,12,0
476438,94.0,4,0
476457,68.0,1,0
476497,59.0,3,0
476520,77.16666666666667,12,0
476596,80.7,10,0
476603,83.8,5,0
476629,64.08333333333333,12,0
476637,96.78571428571429,14,0
476709,82.45454545454545,11,0
476710,83.27272727272727,11,0
476769,72.4,5,0
476783,90.36363636363636,11,0
476816,80.5,4,0
476822,46.285714285714285,7,0
476845,75.83333333333333,12,0
476910,86.92857142857143,14,0
476912,68.0,1,0
476921,66.66666666666667,6,0
476937,55.2,5,0
476946,72.0,1,0
476964,91.64285714285714,14,0
477009,62.81818181818182,11,0
477011,75.0,11,0
477067,86.85714285714286,7,0
477099,72.72727272727273,11,0
477120,87.0,6,0
477128,87.0,6,0
477161,57.714285714285715,7,0
477164,71.0,10,0
477167,91.0909090909091,11,0
477185,77.33333333333333,15,0
477319,59.333333333333336,3,0
477348,84.57142857142857,7,0
477354,74.57142857142857,7,0
477412,78.5,4,0
477451,63.09090909090909,11,0
477468,68.88888888888889,9,0
477517,90.92307692307692,13,0
477556,58.666666666666664,6,0
477588,67.75,12,0
477650,75.0,7,0
477734,75.27272727272727,11,0
477779,68.33333333333333,9,0
477812,87.83333333333333,24,12
477825,74.7,10,0
477833,66.38888888888889,18,6
477835,69.42857142857143,7,0
478025,30.0,1,0
478069,79.8,5,0
478073,82.27272727272727,11,0
478212,45.9,10,0
478213,72.64285714285714,14,0
478238,88.16666666666667,6,4
478242,85.44444444444444,9,0
478244,52.857142857142854,7,0
478279,83.08333333333333,12,0
478289,67.0,4,0
478317,72.47368421052632,20,9
478326,70.0,2,0
478332,73.5,12,0
478337,78.0,12,0
478346,79.68181818181819,22,0
478412,66.6,5,0
478432,74.41666666666667,12,0
478435,66.0,2,0
478444,85.36363636363636,11,0
478513,78.33333333333333,9,0
478517,86.75,4,0
478550,80.33333333333333,12,0
478556,84.44444444444444,9,0
478562,60.2,5,0
478583,66.66666666666667,3,0
478660,91.16666666666667,12,0
478685,80.0,1,0
478718,65.0,1,0
478744,25.0,1,0
478784,93.33333333333333,9,0
478791,94.75,4,0
478792,60.8,10,0
478873,67.66666666666667,3,0
478886,84.75,8,0
478967,66.54545454545455,11,7
478977,67.0,3,0
479020,72.63636363636364,11,0
479057,84.66666666666667,12,0
479060,95.27272727272727,11,0
479061,82.83333333333333,12,0
479141,81.42857142857143,7,0
479170,89.63636363636364,11,0
479171,89.9,10,0
479305,87.36363636363636,11,0
479343,83.3,10,0
479347,53.0,1,0
479356,79.625,8,0
479442,69.88888888888889,9,0
479457,89.85714285714286,7,0
479516,77.0,8,0
479519,75.0,10,0
479522,49.333333333333336,6,0
479553,70.57142857142857,7,0
479607,63.0,3,0
479649,62.875,8,0
479738,65.9090909090909,11,0
479753,57.0,6,0
479764,88.41666666666667,12,0
479828,54.333333333333336,12,0
479845,79.08333333333333,12,0
479848,96.57142857142857,7,0
479853,86.9090909090909,11,0
479860,80.33333333333333,12,0
479922,69.16666666666667,12,0
479939,69.58333333333333,12,0
479977,75.16666666666667,6,0
479987,74.42857142857143,7,0
480014,82.83333333333333,12,0
480025,57.5,4,0
480086,89.0,8,0
480115,77.77777777777777,9,0
480181,62.0,3,0
480199,84.16666666666667,12,0
480207,82.21428571428571,14,0
480225,48.333333333333336,12,0
480303,65.0,2,0
480372,69.55555555555556,9,0
480382,75.2,10,0
480458,72.33333333333333,9,0
480507,89.9090909090909,11,0
480554,88.0,10,0
480579,76.0,4,0
480590,80.0,8,0
480604,76.4,5,0
480650,96.45454545454545,11,0
480667,71.33333333333333,6,0
480716,56.42857142857143,7,0
480815,85.3,10,0
480888,86.81818181818181,11,0
480914,,1,0
480928,21.5,2,0
480929,91.91304347826087,23,0
480937,84.66666666666667,12,0
480938,66.28571428571429,7,0
480943,75.66666666666667,9,0
480956,81.42857142857143,7,0
480959,75.88888888888889,9,0
480960,88.33333333333333,12,0
480981,53.0,3,0
480984,80.25,12,0
481010,90.81818181818181,11,0
481022,49.0,3,0
481024,70.0,1,0
481143,61.375,8,0
481150,88.0,9,0
481169,64.57142857142857,7,0
481210,46.666666666666664,3,0
481227,87.0,3,0
481240,77.25,4,0
481314,75.52380952380952,21,0
481350,80.2,20,0
481367,80.0,2,0
481404,77.88888888888889,9,0
481448,68.55555555555556,9,9
481453,87.41666666666667,12,0
481538,76.57142857142857,7,0
481549,79.57142857142857,14,0
481580,81.36363636363636,11,0
481593,80.2,5,0
481607,90.36363636363636,11,0
481618,96.5,4,0
481667,57.833333333333336,6,0
481717,86.25,12,0
481762,71.44444444444444,9,0
481772,60.0,1,0
481787,77.25,4,0
481790,73.2,5,0
481863,73.25,8,1
481884,55.5,4,0
481947,70.0,1,0
482012,89.66666666666667,3,0
482030,86.25,4,0
482071,77.33333333333333,12,0
482083,71.14285714285714,7,0
482117,40.0,1,0
482145,43.75,8,0
482173,92.77777777777777,9,4
482187,87.83333333333333,12,0
482264,47.666666666666664,3,0
482275,72.0,3,0
482280,76.0,9,0
482356,78.0909090909091,11,0
482406,76.66666666666667,3,0
482467,83.63636363636364,11,0
482513,84.16666666666667,12,0
482644,91.08333333333333,12,0
482677,90.71428571428571,7,0
482680,86.7,10,0
482710,89.0,10,0
482726,88.25,4,0
482745,43.8,5,0
482751,100.0,1,0
482766,71.27272727272727,11,0
482810,87.88888888888889,9,0
482843,78.0,12,0
482856,80.92857142857143,14,0
482868,74.28571428571429,7,0
482938,11.0,1,0
482945,63.25,4,0
483031,88.54545454545455,11,0
483037,67.75,12,0
483064,83.81818181818181,11,0
483074,80.18181818181819,11,0
483108,78.42857142857143,7,0
483109,78.0,10,0
483131,82.75,4,0
483136,62.714285714285715,7,0
483149,83.71428571428571,7,0
483200,83.0,7,0
483243,86.5,10,0
483267,62.0,2,0
483275,76.8,20,0
483315,57.6,5,0
483362,50.142857142857146,7,0
483371,81.11111111111111,9,0
483389,77.08333333333333,12,0
483411,73.5,6,0
483468,82.54545454545455,11,0
483470,38.666666666666664,3,0
483479,84.0,1,0
483485,81.63636363636364,11,0
483508,83.6,5,0
483543,83.33333333333333,9,0
483582,64.0,1,0
483620,65.66666666666667,12,0
483626,76.54545454545455,11,7
483646,70.0909090909091,11,0
483656,67.0,2,0
483666,89.5,2,0
483674,1.0,1,0
483703,88.66666666666667,3,0
483706,80.75,4,0
483724,65.33333333333333,3,0
483744,73.14285714285714,7,0
483793,78.0,2,0
483800,70.6,5,0
483818,85.14285714285714,14,0
483858,77.72727272727273,11,0
483869,85.0,6,0
483872,83.25,12,0
483876,78.11111111111111,9,0
483921,80.0,4,0
483934,53.714285714285715,7,0
483952,71.18181818181819,11,0
483959,69.71428571428571,7,0
483975,62.083333333333336,12,0
483997,83.75,12,0
484010,85.33333333333333,6,0
484039,50.5,7,0
484075,82.91666666666667,12,0
484125,66.0,3,0
484130,59.333333333333336,3,1
484135,75.81818181818181,11,1
484165,80.0,2,0
484174,41.333333333333336,3,0
484213,66.71428571428571,7,0
484223,84.3,20,0
484242,69.4,5,2
484252,42.8,5,0
484266,57.0,5,0
484301,84.72727272727273,11,0
484312,56.0,2,0
484355,34.333333333333336,3,0
484412,82.27272727272727,11,0
484423,79.85714285714286,7,0
484435,94.5,4,0
484436,56.857142857142854,7,0
484458,90.75,12,0
484464,73.0,5,0
484475,79.0,2,0
484490,57.8,5,0
484494,70.0,1,0
484550,100.0,1,0
484556,65.0,12,0
484574,62.8,5,0
484594,78.08333333333333,12,0
484675,42.0,5,0
484762,75.0,6,0
484768,67.33333333333333,9,0
484780,78.75,12,0
484787,78.0,1,0
484790,76.83333333333333,12,0
484816,75.75,8,0
484885,82.0,8,1
484897,64.8,5,0
484933,93.36363636363636,11,0
484947,72.16666666666667,12,0
484983,86.85714285714286,7,0
484999,53.666666666666664,3,0
485006,76.0,10,0
485180,79.45454545454545,11,0
485195,66.57142857142857,7,0
485219,33.666666666666664,3,0
485228,61.25,12,0
485262,89.54545454545455,11,0
485282,86.0,6,0
485312,85.61904761904762,21,0
485374,73.5,12,0
485399,74.45454545454545,11,0
485421,49.333333333333336,6,0
485439,41.25,4,0
485448,76.875,8,0
485464,59.5,14,0
485506,51.857142857142854,7,0
485519,74.42857142857143,7,0
485528,85.58333333333333,12,0
485534,90.81818181818181,11,0
485544,56.166666666666664,12,0
485582,74.75,4,0
485594,58.625,8,0
485604,86.22222222222223,9,0
485630,83.0909090909091,11,0
485671,69.16666666666667,12,4
485675,67.8,10,0
485734,64.28571428571429,7,0
485762,81.81818181818181,11,0
485766,87.92857142857143,14,0
485768,74.91666666666667,12,0
485772,74.0909090909091,11,0
485780,81.5,12,0
485791,66.71428571428571,7,0
485853,100.0,1,0
485885,83.83333333333333,12,0
485898,83.0,3,0
485909,61.5,4,0
485920,53.44444444444444,9,0
485944,66.5,4,0
485962,80.4,5,0
485980,71.36363636363636,11,0
486004,63.5,10,0
486007,84.41666666666667,12,0
486022,62.142857142857146,7,0
486087,85.41666666666667,12,0
486099,88.4,10,0
