id_student,code_module,code_presentation,total_clicks,active_days,num_unique_sites
535259,EEE,2013J,3996,106,60
535269,BBB,2013B,425,37,33
535269,BBB,2013J,45,9,11
535276,FFF,2013B,286,21,40
535278,BBB,2013B,213,17,13
535324,FFF,2013B,571,44,44
535328,BBB,2013B,981,101,50
535351,DDD,2013J,465,26,33
535351,DDD,2014J,30,4,9
535379,BBB,2013J,377,29,27
535390,FFF,2013B,948,34,51
535396,BBB,2013B,252,25,36
535407,BBB,2013B,364,26,25
535424,DDD,2013B,1082,54,108
535460,FFF,2013B,1405,71,128
535460,FFF,2014B,54,6,19
535462,BBB,2014B,38,5,6
535463,DDD,2013B,1087,67,98
535468,BBB,2013B,2205,112,53
535486,DDD,2013B,142,11,39
535506,BBB,2014B,598,76,41
535529,FFF,2013J,1399,46,72
535530,BBB,2013B,437,66,35
535542,FFF,2014J,749,23,54
535548,BBB,2014B,373,35,33
535605,BBB,2013B,6139,160,63
535618,BBB,2013B,37,2,11
535620,DDD,2013B,399,30,58
535628,FFF,2013B,2707,107,111
535632,DDD,2013J,620,51,68
535648,CCC,2014J,1583,30,44
535662,FFF,2013B,3506,167,187
535671,FFF,2013J,1296,35,87
535671,FFF,2014J,2332,62,106
535682,CCC,2014B,67,4,4
535707,DDD,2013B,823,25,126
535707,DDD,2013J,397,20,96
535747,DDD,2013B,63,5,18
535755,BBB,2013B,392,28,38
535760,BBB,2013B,326,38,22
535773,BBB,2013B,9162,235,109
535778,BBB,2013B,41,5,7
535789,DDD,2013B,23,4,11
535794,DDD,2013J,1089,76,105
535799,DDD,2013B,1936,112,193
535800,BBB,2013B,726,75,41
535804,FFF,2013B,4463,187,208
535807,BBB,2013B,339,30,21
535820,BBB,2013B,734,107,28
535831,DDD,2013B,3533,186,233
535833,BBB,2013J,274,22,24
535963,BBB,2014J,1518,103,97
535986,DDD,2013B,3263,202,163
535997,FFF,2014J,949,37,44
536032,CCC,2014B,99,4,7
536032,DDD,2013B,477,43,95
536038,FFF,2013B,2029,62,87
536046,FFF,2013B,648,30,56
536050,BBB,2013B,55,5,9
536103,FFF,2013B,354,15,56
536103,FFF,2013J,19,2,5
536112,BBB,2013B,943,86,33
536125,FFF,2013B,2645,122,140
536145,DDD,2013B,179,19,52
536147,FFF,2013B,1124,45,103
536170,CCC,2014B,3877,180,135
536170,DDD,2013B,4582,201,290
536178,FFF,2013B,7593,192,195
536188,BBB,2013B,443,41,47
536189,BBB,2013B,989,99,52
536199,DDD,2013J,445,37,64
536203,BBB,2013B,944,55,28
536205,BBB,2013B,165,20,19
536210,DDD,2013B,865,44,97
536210,DDD,2013J,52,7,6
536214,FFF,2013B,3767,128,175
536243,BBB,2013B,22,2,10
536261,CCC,2014B,350,27,35
536261,DDD,2013B,768,65,141
536270,BBB,2013B,379,40,25
536276,CCC,2014J,1729,119,89
536286,BBB,2014B,1103,89,52
536296,DDD,2014J,1054,95,102
536318,BBB,2013J,628,60,49
536331,FFF,2013J,1105,50,89
536351,FFF,2014J,2666,90,151
536435,CCC,2014B,1332,84,76
536442,BBB,2013B,524,61,41
536452,BBB,2013B,287,27,50
536455,FFF,2013B,2961,90,111
536475,FFF,2014J,2210,37,81
536487,BBB,2013J,28,6,8
536503,FFF,2013B,82,5,15
536510,BBB,2013B,170,21,18
536519,BBB,2013B,142,8,20
536536,CCC,2014B,197,18,16
536536,DDD,2013B,663,54,98
536556,FFF,2013B,4771,106,192
536591,FFF,2013B,3051,108,119
536593,FFF,2013B,3994,153,240
536629,BBB,2014B,313,22,24
536632,BBB,2013J,158,19,20
536636,FFF,2014B,621,29,38
536647,GGG,2013J,420,20,26
536649,BBB,2013J,434,33,53
536660,BBB,2013J,334,31,22
536663,BBB,2013J,89,8,16
536666,BBB,2013J,206,27,20
536681,FFF,2013B,2001,76,84
536696,DDD,2013B,763,35,96
536698,FFF,2013B,1210,77,79
536711,FFF,2013J,891,44,48
536722,BBB,2013B,500,35,49
536726,BBB,2013B,8214,162,36
536736,CCC,2014J,265,3,7
536736,DDD,2014J,1,1,1
536767,BBB,2014J,67,6,17
536805,BBB,2014B,264,39,29
536825,CCC,2014J,126,4,7
536843,FFF,2013B,536,43,53
536852,BBB,2013J,445,55,34
536856,BBB,2013B,461,32,50
536900,BBB,2013B,143,26,22
536906,FFF,2013B,2101,77,104
536926,DDD,2013B,1874,162,167
536930,FFF,2013B,2598,103,95
536941,DDD,2014B,2544,159,285
536950,FFF,2013B,3543,69,123
536963,FFF,2014J,3389,86,100
536979,DDD,2013J,589,64,67
536984,EEE,2014J,2543,155,69
536992,BBB,2013J,324,30,43
536996,EEE,2014B,28,2,5
536999,DDD,2013B,9,2,6
536999,DDD,2014B,287,10,35
537028,FFF,2013B,50,6,16
537028,FFF,2013J,68,6,16
537077,BBB,2014B,179,14,30
537081,AAA,2014J,871,66,44
537115,GGG,2014J,104,16,13
537133,FFF,2013B,1614,70,91
537133,FFF,2013J,787,50,62
537138,DDD,2013B,2070,120,120
537139,DDD,2013B,672,90,114
537151,FFF,2013B,95,4,19
537162,BBB,2013B,4945,158,61
537171,BBB,2014B,551,58,34
537181,GGG,2013J,403,36,35
537193,BBB,2013B,2774,151,77
537194,BBB,2014J,4372,154,107
537255,BBB,2013B,5407,185,63
537259,BBB,2013B,647,61,100
537271,BBB,2013J,27,8,3
537320,BBB,2013B,108,5,17
537321,FFF,2014J,9,2,5
537322,CCC,2014B,1722,80,87
537322,FFF,2014B,859,45,78
537322,FFF,2014J,4016,159,148
537328,FFF,2013J,2624,139,147
537335,FFF,2013B,1134,40,77
537342,BBB,2013B,1076,57,56
537373,BBB,2014B,1453,104,39
537392,BBB,2013B,417,24,23
537394,FFF,2013B,655,26,52
537414,BBB,2013B,394,32,36
537434,BBB,2013B,2895,148,89
537452,DDD,2013B,270,24,49
537463,DDD,2014J,204,13,39
537464,BBB,2013B,867,64,58
537473,BBB,2013B,1192,83,62
537488,BBB,2013B,3356,135,51
537515,FFF,2013B,2833,79,145
537558,BBB,2013B,658,76,43
537572,BBB,2013B,3856,190,64
537577,DDD,2014J,725,79,116
537603,CCC,2014B,1479,72,46
537603,DDD,2013B,1977,112,123
537605,BBB,2014B,37,4,9
537606,CCC,2014B,319,19,28
537606,FFF,2014J,803,23,50
537621,DDD,2013B,75,3,22
537622,CCC,2014B,126,11,15
537622,DDD,2013B,3144,163,157
537640,BBB,2014J,976,75,81
537645,FFF,2013B,4141,61,171
537652,DDD,2013B,709,51,91
537654,CCC,2014B,1041,75,67
537654,CCC,2014J,1746,79,79
537656,FFF,2013B,5554,216,143
537658,CCC,2014B,21,6,6
537658,DDD,2013B,949,85,114
537662,GGG,2013J,311,33,29
537670,GGG,2013J,642,56,45
537672,FFF,2013B,10364,112,157
537674,FFF,2013B,298,36,41
537676,BBB,2013B,40,4,16
537679,BBB,2013B,1405,86,50
537683,FFF,2013B,995,47,86
537687,FFF,2013B,4869,164,244
537688,BBB,2013B,576,70,40
537691,DDD,2013J,92,7,16
537698,BBB,2014B,899,72,134
537700,FFF,2013B,2338,40,123
537703,FFF,2014B,6746,159,201
537704,BBB,2013B,784,111,49
537747,DDD,2013J,1495,110,204
537756,DDD,2014B,563,35,90
537811,CCC,2014J,6277,237,108
537811,DDD,2013J,6408,272,235
537811,FFF,2014J,12474,238,236
537844,BBB,2013B,2239,85,57
537868,DDD,2013B,2446,158,172
537875,BBB,2013B,1290,74,52
537898,BBB,2013B,707,33,53
537905,BBB,2013B,1058,81,103
537918,DDD,2013J,94,12,11
537926,DDD,2013B,887,77,109
537929,EEE,2013J,2675,123,58
537938,FFF,2014B,1601,53,72
537942,FFF,2013J,3786,94,214
537955,FFF,2013B,3276,121,94
537962,DDD,2013J,794,70,102
537980,FFF,2013B,7640,244,214
537995,FFF,2013B,2710,91,124
538040,EEE,2013J,1346,63,41
538045,FFF,2013B,2480,72,119
538051,FFF,2013B,179,7,28
538069,DDD,2013B,126,20,25
538102,EEE,2014B,690,37,44
538131,DDD,2013B,359,11,93
538138,BBB,2013B,180,17,18
538196,BBB,2013B,328,29,17
538196,BBB,2014B,34,4,2
538202,FFF,2013B,2836,81,101
538210,BBB,2013J,323,22,60
538211,DDD,2013B,140,7,21
538221,BBB,2013B,4842,180,82
538232,BBB,2013B,243,17,16
538232,DDD,2013B,294,26,38
538251,DDD,2013B,1790,103,193
538611,DDD,2013B,1033,81,137
538701,DDD,2013B,933,84,108
538863,DDD,2013J,1253,106,110
538887,CCC,2014B,509,17,35
538887,EEE,2013J,1912,43,64
538897,BBB,2013B,1240,94,79
538903,DDD,2013J,1115,130,115
538916,FFF,2013B,4582,173,177
538918,GGG,2014B,273,16,24
538941,FFF,2013B,2348,116,155
538942,BBB,2013B,832,67,34
538949,FFF,2013B,4830,171,148
538987,BBB,2013B,2123,88,57
539035,DDD,2013B,63,7,21
539043,DDD,2013B,190,23,35
539056,BBB,2013B,1655,118,83
539060,DDD,2014B,317,31,39
539063,EEE,2013J,1273,49,59
539066,DDD,2013B,734,51,146
539117,FFF,2013B,1996,41,113
539142,DDD,2013B,460,29,51
539186,DDD,2013B,379,29,70
539186,DDD,2014B,342,18,36
539209,DDD,2013B,2664,177,178
539219,FFF,2013B,284,21,43
539232,BBB,2013B,247,27,24
539241,FFF,2013B,2421,72,138
539253,BBB,2013B,899,60,43
539262,DDD,2013B,564,60,55
539265,BBB,2013B,3259,147,50
539303,BBB,2013B,636,42,27
539308,FFF,2013B,2628,83,80
539308,FFF,2014J,2190,113,91
539328,CCC,2014B,4280,149,96
539328,DDD,2013B,3995,205,144
539332,FFF,2013B,4024,143,172
539345,BBB,2013B,275,19,34
539359,FFF,2013B,4651,181,207
539364,FFF,2013B,1958,36,102
539365,BBB,2013B,3663,203,91
539385,BBB,2013B,672,58,47
539401,FFF,2013B,2476,55,91
539401,FFF,2014B,593,27,54
539408,CCC,2014J,375,10,11
539414,BBB,2013J,2,1,2
539416,BBB,2013B,128,8,18
539418,BBB,2013B,3874,189,61
539426,BBB,2013B,1,1,1
539426,BBB,2013J,22,2,11
539436,GGG,2013J,1971,112,51
539440,FFF,2013B,14841,249,283
539444,FFF,2014B,6696,209,215
539451,CCC,2014J,405,18,29
539451,DDD,2014B,609,26,105
539468,FFF,2013B,72,5,10
539497,FFF,2013B,2216,53,105
539514,CCC,2014B,1091,69,56
539514,FFF,2013B,2828,109,95
539558,BBB,2013B,550,44,56
539572,BBB,2013B,485,27,34
539588,DDD,2014B,311,19,32
539622,DDD,2013B,1793,131,179
539635,BBB,2014J,1814,102,94
539643,DDD,2013B,911,78,93
539670,BBB,2013J,20,5,4
539675,BBB,2014B,116,24,18
539695,EEE,2013J,500,25,25
539710,BBB,2013B,21,1,4
539727,CCC,2014J,401,9,22
539737,BBB,2013B,165,13,17
539759,FFF,2013B,4214,149,189
539774,FFF,2013B,336,10,45
539775,EEE,2013J,42,3,9
539784,CCC,2014B,4174,114,85
539872,DDD,2013J,297,22,34
539872,DDD,2014B,326,23,63
539886,FFF,2013B,723,28,55
539891,BBB,2013B,135,9,16
539894,BBB,2014B,282,41,35
539896,FFF,2013B,3185,139,98
539922,FFF,2013B,3519,102,262
539922,FFF,2014B,2366,79,145
539945,FFF,2013J,931,27,91
539945,FFF,2014J,3715,92,125
539953,FFF,2013B,436,40,48
539962,BBB,2013B,738,79,30
539963,FFF,2013B,4720,145,135
539971,CCC,2014B,348,22,31
539990,EEE,2013J,470,40,26
539994,FFF,2013B,1924,85,107
540005,BBB,2013J,5,1,5
540054,FFF,2013B,4527,112,188
540055,BBB,2013B,896,106,47
540147,FFF,2013B,2313,68,102
540155,FFF,2013B,1343,42,88
540160,FFF,2013B,6151,166,215
540184,BBB,2013B,13874,228,57
540207,DDD,2013B,795,67,121
540209,FFF,2013B,3770,142,140
540219,EEE,2014J,2561,101,57
540224,FFF,2013B,2948,95,162
540249,BBB,2013J,836,100,76
540293,BBB,2013J,457,57,33
540298,DDD,2013B,1383,109,164
540310,DDD,2013B,2406,117,130
540422,DDD,2013B,514,23,59
540503,FFF,2013J,2356,88,105
540509,CCC,2014J,419,19,24
540509,EEE,2014B,2501,121,63
540511,BBB,2013B,1443,53,53
540513,BBB,2013B,462,27,16
540521,BBB,2013J,303,32,23
540530,BBB,2013B,139,14,21
540530,DDD,2013B,80,17,24
540547,DDD,2013B,226,19,35
540549,FFF,2013B,1778,104,104
540558,BBB,2014B,2436,90,65
540568,DDD,2013B,574,48,83
540577,FFF,2013B,2661,110,145
540581,FFF,2013B,2489,100,151
540592,DDD,2013B,3180,149,324
540594,BBB,2013B,11,1,4
540602,BBB,2013J,406,64,42
540605,DDD,2013B,2350,154,169
540607,BBB,2013B,531,28,38
540614,BBB,2013B,1009,81,46
540637,FFF,2013J,1497,85,86
540656,BBB,2013B,387,20,20
540682,BBB,2013J,1997,98,60
540686,CCC,2014B,4416,152,102
540686,DDD,2013B,4335,197,206
540694,CCC,2014J,495,33,27
540694,DDD,2013B,2284,182,155
540713,FFF,2013B,1196,40,74
540723,FFF,2014J,7400,161,237
540727,FFF,2013B,4811,143,186
540750,BBB,2013B,967,66,51
540758,DDD,2013B,1747,87,181
540758,DDD,2014B,2326,138,133
540759,DDD,2013B,751,20,105
540780,BBB,2013B,201,21,19
540787,BBB,2013B,109,14,15
540800,FFF,2013B,5269,151,194
540801,FFF,2013B,758,29,61
540806,DDD,2013J,3160,143,188
540821,DDD,2014J,1762,82,116
540826,BBB,2013B,511,47,49
540848,DDD,2013B,3944,152,239
540909,FFF,2014B,259,17,40
540918,BBB,2013B,152,12,20
540920,DDD,2013B,133,17,42
540937,CCC,2014B,1,1,1
540947,DDD,2013J,1777,155,164
540953,BBB,2013B,7,2,3
540997,FFF,2013B,1043,37,59
541000,DDD,2014B,858,85,133
541003,CCC,2014B,729,50,85
541003,EEE,2014B,1155,78,58
541013,BBB,2013B,2463,127,75
541040,CCC,2014J,634,50,31
541040,EEE,2013J,1858,96,63
541044,GGG,2014B,82,4,11
541048,BBB,2013B,154,9,21
541061,BBB,2013B,45,4,13
541073,BBB,2013B,880,52,37
541101,FFF,2013B,1275,35,69
541108,DDD,2013J,1092,88,113
541113,BBB,2013B,320,53,37
541123,BBB,2014J,28,6,7
541171,BBB,2013J,339,43,41
541171,BBB,2014J,518,26,48
541174,EEE,2013J,828,33,36
541184,CCC,2014B,315,13,20
541184,FFF,2014J,209,6,21
541196,BBB,2013B,172,11,21
541202,DDD,2013B,268,25,35
541228,DDD,2013B,807,89,101
541231,BBB,2013B,1561,91,31
541232,BBB,2013B,1713,157,36
541252,GGG,2013J,187,19,22
541260,DDD,2013B,23,2,7
541274,BBB,2013J,856,83,40
541281,FFF,2014B,631,28,38
541315,BBB,2014J,654,41,48
541327,FFF,2013B,332,19,43
541327,FFF,2014B,4,2,2
541349,FFF,2013B,5034,142,188
541363,BBB,2013B,653,38,35
541369,FFF,2013B,76,7,16
541418,FFF,2013B,4823,105,184
541476,BBB,2014J,3176,215,105
541482,CCC,2014J,1130,97,77
541482,DDD,2013J,1676,119,138
541521,FFF,2013B,4247,104,183
541523,BBB,2013B,888,72,38
541531,CCC,2014J,1495,69,69
541532,FFF,2014J,3145,135,95
541538,CCC,2014J,786,141,70
541579,FFF,2013B,3220,132,180
541586,BBB,2013J,2555,186,42
541697,BBB,2013B,317,33,48
541702,BBB,2013J,523,58,21
541706,BBB,2013B,394,37,28
541708,CCC,2014J,2879,136,127
541727,BBB,2013B,92,7,15
541753,FFF,2013B,2754,86,103
541763,BBB,2013B,123,8,15
541764,BBB,2013B,333,39,23
541765,DDD,2014B,774,78,115
541768,FFF,2013J,3035,115,143
541769,BBB,2014B,1109,51,34
541774,GGG,2014J,60,8,10
541781,FFF,2013B,1550,52,99
541783,FFF,2013J,2058,63,82
541794,BBB,2013B,1511,86,41
541803,BBB,2013B,164,17,14
541808,BBB,2013B,172,17,24
541822,BBB,2013B,227,39,33
541832,BBB,2013B,499,39,58
541838,BBB,2013B,48,6,11
541887,DDD,2013B,578,36,82
541890,GGG,2014B,343,9,22
541921,FFF,2014J,4932,164,183
541923,FFF,2013B,302,12,26
541973,BBB,2013B,336,33,23
541977,DDD,2013B,384,20,49
541985,BBB,2013B,13,1,8
541995,BBB,2014J,116,3,13
541999,EEE,2014B,157,7,26
541999,FFF,2013B,51,4,24
542003,FFF,2013B,2560,89,123
542010,BBB,2013B,70,3,16
542012,BBB,2013B,96,9,13
542020,FFF,2013B,2367,54,126
542026,FFF,2013B,3619,78,124
542036,DDD,2013B,1042,97,139
542049,DDD,2013B,1775,141,167
542050,CCC,2014B,566,34,31
542050,EEE,2014B,2720,82,55
542054,CCC,2014J,415,15,23
542054,DDD,2013B,2854,150,187
542081,BBB,2013B,42,2,10
542084,BBB,2013B,673,41,51
542100,FFF,2013B,3390,63,139
542115,BBB,2013B,458,49,46
542134,CCC,2014J,87,5,24
542164,BBB,2014J,1246,51,84
542167,CCC,2014J,1255,65,44
542172,BBB,2013B,115,5,9
542180,CCC,2014J,245,12,23
542180,DDD,2013J,975,95,147
542202,FFF,2014J,4278,137,142
542205,DDD,2013B,1508,85,129
542259,BBB,2013B,634,45,37
542260,BBB,2013B,234,14,32
542279,EEE,2014J,2115,82,55
542287,FFF,2014B,3324,127,103
542291,BBB,2013B,385,17,21
542293,DDD,2013B,3059,164,168
542296,BBB,2013J,1330,86,44
542356,FFF,2013B,1670,43,132
542372,DDD,2013B,1392,94,110
542386,FFF,2013B,2609,65,140
542394,DDD,2013B,305,20,53
542396,BBB,2013B,82,7,16
542423,FFF,2013J,1032,50,85
542466,BBB,2014B,556,30,35
542472,BBB,2013J,7,1,6
542476,DDD,2013B,613,37,85
542506,FFF,2013B,7183,196,208
542524,EEE,2014B,1217,100,54
542536,FFF,2013B,2882,84,106
542543,BBB,2013B,177,14,31
542547,BBB,2014B,188,23,14
542550,FFF,2013B,1810,99,114
542550,FFF,2013J,731,34,41
542550,FFF,2014J,600,29,37
542557,CCC,2014J,1705,128,117
542557,FFF,2014B,6932,209,273
542558,DDD,2013J,1348,102,196
542562,BBB,2013J,122,13,17
542562,GGG,2014B,1296,128,50
542574,BBB,2013J,475,45,60
542602,BBB,2013B,40,1,9
542613,BBB,2013B,1350,70,65
542635,FFF,2013B,5001,159,172
542646,FFF,2013B,4050,141,185
542653,FFF,2013B,6295,203,171
542657,FFF,2013B,1820,61,144
542663,BBB,2013B,400,15,19
542687,BBB,2013B,287,17,14
542692,BBB,2013B,24,2,10
542707,BBB,2013J,666,57,62
542745,BBB,2013B,423,30,34
542748,BBB,2013B,351,39,49
542987,FFF,2013B,3310,125,201
542991,BBB,2013B,226,13,16
543010,FFF,2013B,9914,155,245
543010,FFF,2014J,4782,131,192
543019,FFF,2013B,10020,237,272
543021,BBB,2013J,172,14,20
543054,FFF,2013B,785,23,76
543060,DDD,2013B,4418,240,199
543095,FFF,2013B,26,2,11
543113,FFF,2013B,4810,104,166
543124,BBB,2013B,1203,77,91
543140,BBB,2013B,826,62,42
543155,FFF,2013B,1115,36,89
543165,BBB,2013B,1381,120,66
543170,CCC,2014B,534,73,52
543180,BBB,2013B,721,38,42
543202,DDD,2013B,2607,162,194
543231,DDD,2013B,237,14,45
543279,BBB,2013J,191,20,23
543295,FFF,2013B,265,6,30
543340,DDD,2013B,3610,216,192
543351,BBB,2013B,544,96,26
543356,BBB,2013B,2729,196,69
543361,DDD,2014B,195,15,33
543383,DDD,2013B,31,2,8
543384,FFF,2013B,3150,101,154
543386,DDD,2013B,651,22,65
543408,BBB,2013B,85,13,15
543415,FFF,2013B,3114,154,207
543417,CCC,2014B,226,19,36
543417,CCC,2014J,31,8,11
543417,EEE,2013J,862,46,42
543418,BBB,2013J,52,5,7
543421,DDD,2013B,53,8,18
543428,BBB,2013J,2295,101,124
543432,FFF,2014J,1472,48,97
543436,FFF,2013B,1382,40,76
543439,BBB,2014J,1130,46,83
543446,DDD,2013B,22,2,9
543447,FFF,2013B,3326,128,180
543459,DDD,2013B,1008,90,115
543465,BBB,2013B,13,1,8
543473,BBB,2013B,1250,99,39
543474,EEE,2013J,245,19,32
543475,CCC,2014B,1262,77,100
543475,EEE,2014B,1486,75,56
543478,DDD,2014J,497,59,73
543481,DDD,2013J,1948,122,129
543482,DDD,2013B,574,20,79
543510,DDD,2013B,574,43,76
543533,BBB,2013B,376,38,54
543536,FFF,2013B,1011,32,75
543557,GGG,2013J,7,1,5
543571,CCC,2014B,37,4,11
543573,DDD,2013B,1926,132,151
543576,EEE,2013J,18,5,4
543599,FFF,2013B,5947,157,134
543607,FFF,2013J,3415,135,116
543630,BBB,2013B,243,24,28
543643,FFF,2013B,5721,87,111
543648,DDD,2013J,1647,135,182
543653,CCC,2014J,198,20,11
543663,DDD,2013B,256,22,50
543678,CCC,2014B,789,55,59
543683,DDD,2013B,74,9,28
543683,DDD,2013J,8,2,4
543686,FFF,2014B,7260,170,215
543719,BBB,2013B,628,52,48
543723,DDD,2013J,643,62,102
543749,DDD,2013B,426,36,54
543756,DDD,2013B,2817,213,152
543763,FFF,2013J,1116,30,68
543785,FFF,2013B,2056,90,123
543788,CCC,2014J,2967,153,111
543788,DDD,2013J,1917,123,165
543789,DDD,2014B,2616,179,175
543798,FFF,2013B,2552,84,136
543818,FFF,2013B,610,38,59
543825,DDD,2013J,329,55,64
543853,BBB,2013B,1805,160,48
543860,DDD,2013B,3390,228,162
543910,GGG,2014B,572,38,36
543919,DDD,2013B,558,52,87
543924,CCC,2014B,26,4,8
543924,EEE,2014B,213,6,20
543926,BBB,2013B,215,21,23
543931,EEE,2014J,1719,123,60
543948,CCC,2014B,2788,130,106
543948,EEE,2014B,3263,159,67
543953,CCC,2014J,942,20,28
543953,FFF,2013J,10232,132,237
543963,BBB,2014B,15,3,6
543970,BBB,2013B,3562,111,41
543976,DDD,2014B,1099,83,129
543976,DDD,2014J,54,12,10
544017,BBB,2013B,103,11,8
544021,FFF,2013B,2384,59,98
544021,FFF,2013J,752,33,82
544031,DDD,2013J,101,13,15
544050,BBB,2014B,4,1,3
544052,CCC,2014J,2042,82,68
544052,EEE,2014B,2299,102,46
544053,DDD,2013B,1072,92,101
544055,FFF,2013B,6188,183,175
544063,DDD,2013B,171,25,42
544071,CCC,2014J,7,2,1
544071,EEE,2014J,323,11,22
544090,CCC,2014B,875,53,42
544090,FFF,2013J,3737,113,147
544091,DDD,2013B,3054,157,188
544092,FFF,2013J,3002,108,147
544098,FFF,2013B,1254,52,83
544103,AAA,2013J,2328,112,85
544108,FFF,2014B,855,26,50
544122,BBB,2013J,567,60,45
544140,FFF,2014B,406,23,45
544141,FFF,2014J,1151,17,50
544155,FFF,2013J,255,16,38
544173,FFF,2013B,7719,234,279
544186,BBB,2013B,769,59,35
544195,FFF,2013B,574,43,62
544207,FFF,2013J,5318,194,180
544212,FFF,2013B,4687,135,129
544226,DDD,2013B,711,57,89
544249,FFF,2013B,1362,40,95
544253,AAA,2014J,2270,178,86
544267,CCC,2014J,4639,137,107
544271,FFF,2014B,3029,47,102
544279,FFF,2013B,14,4,10
544284,DDD,2013B,1143,87,145
544289,FFF,2013J,6735,219,163
544295,EEE,2014B,385,23,20
544295,FFF,2013B,2572,72,147
544296,DDD,2013B,148,15,21
544307,DDD,2013B,2311,176,209
544313,FFF,2013B,4303,132,133
544319,CCC,2014J,42,5,10
544351,BBB,2013B,919,37,152
544352,DDD,2013B,70,2,17
544356,DDD,2013B,195,7,21
544367,DDD,2013B,18,4,7
544383,EEE,2013J,1598,84,48
544408,BBB,2013B,113,4,19
544430,BBB,2014B,66,3,25
544444,BBB,2013B,358,17,32
544455,BBB,2013B,3526,179,45
544467,CCC,2014B,191,13,18
544467,DDD,2013B,1417,89,137
544479,FFF,2013B,6851,146,195
544490,CCC,2014B,963,54,48
544499,DDD,2013J,207,17,25
544499,DDD,2014B,103,9,16
544500,BBB,2013B,408,30,21
544519,BBB,2013B,239,17,21
544530,FFF,2013B,4355,78,175
544532,BBB,2013B,417,39,22
544543,FFF,2013B,3768,131,113
544576,DDD,2013J,987,99,113
544587,DDD,2013J,62,3,19
544587,DDD,2014B,1378,100,134
544593,FFF,2014B,2120,101,130
544594,CCC,2014B,5421,157,100
544594,DDD,2013J,2257,195,119
544603,DDD,2013B,1434,100,124
544612,DDD,2014J,1133,55,62
544615,GGG,2013J,305,28,24
544627,BBB,2013B,460,27,30
544632,BBB,2013B,786,60,36
544639,BBB,2013B,82,11,26
544642,BBB,2013B,1254,114,54
544649,DDD,2013B,254,34,27
544649,DDD,2013J,653,61,70
544649,DDD,2014J,1018,99,79
544651,FFF,2013B,306,9,46
544697,FFF,2013B,439,22,40
544720,CCC,2014J,277,17,17
544741,BBB,2013B,231,19,20
544745,FFF,2013J,1347,52,61
544745,FFF,2014J,2076,67,106
544791,CCC,2014B,175,10,23
544791,EEE,2013J,750,50,46
544839,CCC,2014B,6366,220,148
544839,DDD,2013B,5173,239,228
544847,FFF,2013B,1906,72,105
544848,BBB,2013B,875,95,37
544850,FFF,2013B,9212,232,205
544859,BBB,2013B,674,56,48
544880,FFF,2013B,857,28,71
544881,BBB,2013B,1411,111,50
544890,BBB,2013B,316,30,29
544894,FFF,2013B,3496,109,131
544898,GGG,2013J,245,20,27
544907,DDD,2013B,1420,62,82
544930,FFF,2013B,322,15,36
544942,DDD,2013B,263,26,56
544943,DDD,2013B,193,31,46
544963,FFF,2013B,2523,63,108
544978,BBB,2013B,71,6,12
544982,DDD,2013J,401,39,103
544989,BBB,2013B,829,43,66
544991,FFF,2013B,1892,47,95
545041,BBB,2013B,212,19,22
545045,CCC,2014B,232,20,22
545048,FFF,2013B,2993,103,146
545072,BBB,2013B,42,6,9
545080,FFF,2013B,2106,126,96
545083,DDD,2013B,593,48,74
545093,DDD,2013J,2417,160,161
545115,DDD,2013B,820,57,112
545118,CCC,2014J,185,28,12
545118,DDD,2013B,734,57,73
545119,FFF,2013J,964,32,64
545119,FFF,2014B,4378,137,114
545124,DDD,2013J,21,2,8
545127,DDD,2014J,5,1,2
545146,BBB,2014B,231,34,27
545164,FFF,2014J,3060,138,142
545179,DDD,2013J,391,33,59
545191,BBB,2013B,1604,91,48
545196,BBB,2014B,1577,85,61
545200,BBB,2013J,226,38,32
545201,DDD,2013B,22,2,9
545211,DDD,2013J,985,130,162
545219,BBB,2013B,133,9,21
545223,BBB,2013B,4485,221,80
545223,BBB,2014B,39,5,17
545229,FFF,2013B,5276,138,219
545245,DDD,2013B,2046,133,168
545254,BBB,2014B,306,30,31
545255,CCC,2014J,799,24,47
545255,DDD,2013J,725,38,119
545297,BBB,2013J,32,6,5
545298,BBB,2013J,168,21,13
545313,GGG,2013J,122,11,24
545337,BBB,2013B,136,10,15
545340,BBB,2013B,124,20,18
545376,BBB,2013B,212,18,21
545377,FFF,2013B,1639,49,79
545379,FFF,2013B,3864,85,152
545381,BBB,2013B,2,1,1
545384,FFF,2013B,186,13,32
545387,DDD,2013B,1030,48,84
545387,DDD,2014B,124,9,16
545392,BBB,2013B,538,42,41
545443,BBB,2013J,302,27,42
545462,BBB,2013J,5375,243,51
545480,BBB,2013B,777,58,36
545493,EEE,2014J,3259,73,64
545521,BBB,2013B,26,4,12
545565,FFF,2013B,129,8,17
545604,FFF,2013B,271,16,45
545637,FFF,2014B,3643,157,119
545658,BBB,2013B,580,43,42
545665,GGG,2014B,1551,70,58
545693,FFF,2013B,737,26,54
545697,BBB,2013B,1131,85,28
545702,BBB,2013B,219,13,20
545704,CCC,2014J,3408,135,100
545704,DDD,2013B,589,50,80
545720,FFF,2013B,2061,82,79
545725,BBB,2013B,2402,141,32
545740,CCC,2014B,1374,79,85
545740,EEE,2013J,1810,102,65
545741,FFF,2014B,2619,147,89
545747,CCC,2014B,2359,134,93
545751,FFF,2013B,1607,72,94
